trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,peakAccR,peakAccL,acc_inxR,acc_inxL,firsthand,Participant
838,1138,300,1.128583839,1.042891996,607,506,28,317,7.745979676,7.947525491,450,414,Left reached,2
673,2500,1827,1.02052136,1.154056407,545,963,1,294,8.753238007,5.490841796,734,1229,Right reached,2
1002,1166,164,2.372114396,1.55698352,722,640,431,1,18.11553648,12.8756432,877,810,Left reached,2
789,1090,301,0.925708241,0.751675721,869,484,1,59,3.553914361,5.009608732,1,325,Left reached,2
720,2273,1553,0.908129476,1.153662072,574,1086,1,317,6.08592295,4.951986441,742,1343,Right reached,2
1163,1924,761,0.822511789,1.211068616,579,566,331,1,4.967664328,7.408699873,431,1665,Left reached,2
907,1430,523,0.49356577,1.172330625,769,583,1,1,2.439750789,6.935263009,1,399,Right reached,2
591,1361,770,0.909916929,1.08342459,722,506,1,23,3.293745766,8.581560346,1178,646,Left reached,2
1064,2581,1517,0.43806161,1.378962776,904,603,1,398,1.886176473,9.378410807,1029,488,Right reached,2
1090,2187,1097,0.701494902,0.739899735,604,952,1,1,4.91090013,4.206625054,497,1,Right reached,2
1120,1918,798,0.669665525,0.982538468,558,1355,283,1,4.281960167,5.832451146,694,1483,Right reached,2
1059,1940,881,0.97265188,0.597167976,551,905,353,1,6.935583933,2.802651687,458,563,Left reached,2
749,1400,651,0.635251502,0.87557488,992,591,1,1,4.879551903,5.870241015,1,752,Left reached,2
1100,2423,1323,0.569469271,0.559862489,1012,902,1,150,2.873311551,1.911249849,463,565,Left reached,2
765,1697,932,0.843655247,0.883736427,513,1304,40,226,4.61197119,6.325592027,689,1634,Right reached,2
822,1357,535,0.646213729,1.069365563,1107,449,316,254,1.756981637,7.937076292,365,355,Left reached,2
1276,2347,1071,1.006252625,1.012720996,541,1142,59,248,5.836037038,3.771946118,397,1328,Left reached,2
1194,1263,69,0.794278245,0.944853909,855,1143,306,262,2.901018589,3.655688768,1,1,Right reached,2
943,1341,398,0.991069175,0.489944713,528,749,274,1,5.82612054,4.268932022,416,30,Left reached,2
1460,1734,274,0.962587766,0.869335697,507,1047,285,1,6.526037483,4.790600854,401,1,Left reached,2
992,1191,199,0.826173152,0.980257206,700,831,1,1,4.21261344,3.902900484,1031,30,Right reached,2
1078,1406,328,0.832687144,1.331314981,689,453,258,1,4.614853131,9.292366986,331,321,Right reached,2
1203,1340,137,0.746716243,1.230451884,846,487,248,9,2.688413005,8.31788141,1340,323,Right reached,2
740,1552,812,0.594369706,0.910637493,619,909,1,1,3.392512015,3.849291202,375,394,Right reached,2
943,1260,317,1.021989173,1.133710649,586,546,378,1,6.944608198,9.730447254,442,433,Left reached,2
1408,2024,616,0.947374276,0.864908586,499,1183,282,1,6.263455625,3.922880758,383,1,Left reached,2
825,1509,684,0.575045494,1.086779921,783,534,311,282,5.513676445,6.414302111,1,1483,Right reached,2
794,1245,451,0.609952753,1.055452807,711,1111,258,1,5.19973055,2.496455388,1,554,Right reached,2
798,1966,1168,0.657559277,0.808776646,636,1131,319,1,3.048642191,6.709662425,549,22,Right reached,2
854,1323,469,0.64572703,0.559920253,917,540,258,1,2.801324089,3.215665981,1,1,Left reached,2
1184,1788,604,0.707967165,0.655091783,508,1328,249,299,3.970306542,2.204266396,389,438,Right reached,2
2012,2293,281,0.762403391,0.639421402,535,1409,50,1,4.371790204,1.90987098,383,342,Right reached,2
1069,1550,481,0.843486588,0.842415238,494,1309,18,1,5.621453884,4.538831713,407,1,Right reached,2
1320,1613,293,0.948886407,1.188150033,550,494,298,234,5.631303808,7.414443485,404,366,Right reached,2
771,1405,634,0.847328143,0.955731667,570,981,194,329,8.132259873,6.285891203,725,423,Right reached,2
1316,1427,111,0.598590086,1.072359046,1153,415,257,1,2.236024631,7.557146377,1378,307,Left reached,2
1394,1940,546,0.837331251,0.728941384,586,1198,134,252,3.399886898,6.774066489,437,1777,Right reached,2
1707,1773,66,0.593721694,0.642293757,855,1101,1,1,3.475860099,2.463918071,1,334,Left reached,2
909,1815,906,0.454637667,0.788656519,609,1425,1,1,1.849277314,6.969018431,312,1,Right reached,2
875,1062,187,1.488938637,1.195849468,597,543,249,1,9.071610864,9.077812347,761,755,Left reached,2
1002,1351,349,0.572614203,0.470799649,938,687,1,237,2.318885902,2.697764582,304,271,Left reached,2
1323,1353,30,0.588700361,0.910837135,1130,427,1,1,3.819586083,8.58515329,1,529,Left reached,2
1033,1464,431,0.621110378,0.420529634,1257,848,1,1,2.596906382,2.064941809,1419,288,Left reached,2
914,1280,366,0.656719063,0.481892949,1044,646,258,241,2.167793257,5.406370151,316,1,Left reached,2
1349,3376,2027,0.965507281,0.891110913,522,1074,246,1,5.322389585,3.303471881,364,1554,Left reached,2
1401,1696,295,0.594447008,0.701073721,1005,1205,1,45,3.884443351,2.334931874,1,321,Right reached,2
992,1294,302,1.128114427,0.585484144,599,782,366,1,6.640472261,2.784634534,479,380,Left reached,2
774,1198,424,0.997142239,1.214939704,535,515,290,1,8.89455357,7.151227709,758,379,Right reached,2
1575,3083,1508,0.605737983,1.041856646,982,585,1,1,2.196357058,8.018533421,426,1756,Right reached,2
811,1141,330,0.823369476,0.707712206,881,671,350,1,3.101663864,3.065554244,439,911,Left reached,2
949,1227,278,1.536879503,1.837818242,491,540,149,246,11.11434225,10.44683477,686,763,Right reached,2
1053,1442,389,0.598067799,0.50210274,912,705,264,1,2.253366858,8.658608329,319,1,Left reached,2
1044,1276,232,0.695834318,1.033075455,913,462,1,1,4.433025488,7.375889739,1,363,Left reached,2
862,2775,1913,1.073976873,0.610504564,519,679,56,265,7.214705835,3.386648878,1584,318,Left reached,2
1109,1745,636,0.90383572,0.423528772,505,630,1,1,5.391032549,3.011738511,392,365,Left reached,2
1156,1418,262,1.135544426,1.306875781,591,589,347,314,6.627848449,8.77015147,448,1104,Left reached,2
871,1620,749,0.541892429,0.826493568,792,1204,1,1,2.213661651,2.795946475,20,373,Right reached,2
1538,1552,14,0.503397069,0.95335895,936,495,295,33,1.705537715,5.837744407,343,371,Left reached,2
1290,1865,575,1.455924601,1.612752886,631,668,339,359,8.322519962,8.37339812,814,859,Right reached,2
1406,1991,585,0.917989889,1.245515084,475,926,6,1,6.304590358,9.482712134,346,1046,Left reached,2
1079,1776,697,1.292470313,1.454054402,625,647,1,1,9.804213954,7.117303612,799,475,Right reached,2
974,1594,620,0.378480017,1.025650452,831,1431,1,1,2.130580783,7.754776904,366,1,Right reached,2
787,1342,555,0.416097412,0.830973228,518,1081,31,150,2.477349677,2.6490472,270,1,Right reached,2
1012,1838,826,0.68384423,0.777295284,525,1445,285,1,6.108836338,1.741169814,665,1838,Right reached,2
1017,1241,224,0.712749044,0.538455675,872,661,295,1,2.820260311,2.694354669,1,327,Left reached,2
988,1285,297,0.706907616,0.681388897,581,488,54,252,3.712219615,5.995622217,331,1065,Left reached,2
1203,1641,438,0.659172072,0.913850157,733,1342,1,1,3.824376553,2.41216152,877,647,Right reached,2
794,1003,209,1.049610836,0.677471884,509,579,91,1,7.650482033,5.320786938,1003,1,Left reached,2
1059,1380,321,0.978289641,1.17627606,810,480,1,1,3.640787932,8.413937146,1077,578,Right reached,2
1153,1451,298,1.173064522,1.1994501,529,912,273,282,6.656044803,4.529531293,360,1056,Right reached,2
1184,1211,27,1.010956459,1.181154,503,486,241,1,5.693475029,7.179417363,359,353,Left reached,2
788,1654,866,0.517249715,0.925565585,749,1027,1,264,3.335105983,15.10816659,1,1524,Right reached,2
889,3256,2367,0.463108902,1.214602231,736,519,1,47,1.976371968,8.150488262,348,400,Right reached,2
1487,1604,117,0.565746173,0.878788051,940,1124,297,1,2.196993253,5.869841436,1,1604,Left reached,2
1042,1068,26,0.930928544,0.834810308,718,471,285,1,3.131365105,5.793791587,913,342,Left reached,2
1488,2103,615,0.576415607,1.402336808,858,542,1,315,2.661989374,8.45416709,390,423,Left reached,2
1240,1458,218,1.581864131,1.83773005,668,645,420,170,9.343869555,11.08621393,511,517,Right reached,2
1384,1512,128,0.497953525,0.846174358,974,1090,1,1,1.964000473,3.971156688,305,1,Left reached,2
892,1125,233,0.768775795,0.592238588,852,714,269,1,2.880279974,2.873071643,315,280,Left reached,2
842,1370,528,0.457033971,0.970173278,718,490,46,16,1.949713819,5.383449744,323,359,Right reached,2
1332,1375,43,0.630831734,0.905023025,891,1107,280,1,2.02290715,3.203048906,354,339,Left reached,2
1088,1373,285,0.834600324,0.498886079,512,749,204,224,4.191926254,2.643449676,361,1,Left reached,2
1856,2391,535,0.931742731,1.197639916,485,475,68,249,5.972011535,17.07568765,349,1453,Right reached,2
682,1082,400,0.959605576,0.859022217,681,574,49,1,6.240446605,6.40429145,852,781,Left reached,2
702,1177,475,0.829588532,1.126340497,482,1046,1,283,6.256404472,3.525625095,657,1177,Right reached,2
758,1197,439,0.834514362,1.113877024,595,955,1,1,5.615199592,3.719186461,753,26,Right reached,2
1146,1288,142,0.975815371,0.910169913,672,412,39,211,6.153883702,6.244694671,830,313,Right reached,2
730,1395,665,0.673204611,0.911071191,533,1242,13,293,3.556177636,4.741705483,684,1,Right reached,2
1269,1550,281,1.992936934,1.805095627,603,487,263,1,14.70713764,13.40869122,795,696,Right reached,2
1717,1852,135,0.520768636,0.773101031,1184,1385,1,278,2.76975814,3.568332141,1579,1588,Left reached,2
988,1388,400,0.374508749,0.786798554,809,889,245,43,2.430007697,2.759997147,1,287,Right reached,2
937,1824,887,0.366281071,0.916207603,544,1359,190,261,1.50874719,16.18357814,376,1649,Right reached,2
1167,1810,643,0.851539828,0.786814047,536,691,78,1,4.551629123,7.032288869,683,761,Left reached,2
1916,2129,213,0.941032842,1.09525322,609,571,60,1,4.999744603,7.928137913,457,1133,Left reached,2
749,1855,1106,0.595705504,0.915341226,619,518,237,1,3.073886667,7.454106005,970,1509,Right reached,2
1771,2011,240,0.988927165,0.88806438,521,1051,265,1,5.98437362,3.844076623,400,1,Right reached,2
1837,3812,1975,0.810202306,0.788228278,529,1360,28,15,4.31117008,8.660426458,370,1947,Left reached,2
836,1582,746,0.812840988,0.662053096,851,710,1,288,3.985004871,3.711431525,1398,1,Left reached,2
783,2342,1559,0.850576275,0.999808552,464,506,1,13,6.56985355,6.642298142,607,1727,Right reached,2
746,1249,503,0.634026108,0.988001997,495,461,248,1,3.459608244,6.217081424,359,328,Right reached,2
787,1339,552,0.550011549,1.339153831,639,560,1,1,2.486465033,6.448709627,885,380,Right reached,2
961,1341,380,0.742628292,0.447813688,512,756,1,1,3.968495581,2.039053012,371,301,Left reached,2
957,1231,274,0.946234121,0.556592904,1108,519,343,1,3.819366988,4.683633848,1231,1059,Left reached,2
853,2424,1571,1.194097753,0.575325125,527,749,1,228,6.665394983,2.522149975,384,266,Left reached,2
1397,3090,1693,0.919471004,1.476442756,719,446,1,114,3.291450274,13.45350119,962,963,Left reached,2
835,1718,883,1.105173056,0.73058421,617,671,171,1,5.794417512,2.63814183,451,878,Left reached,2
829,1094,265,0.757541403,0.542941355,948,693,239,235,2.662061085,2.828807093,303,276,Left reached,2
1235,1340,105,0.715718091,1.077186819,910,1089,203,13,2.31450661,6.200426534,1276,1301,Right reached,2
797,1587,790,0.660368166,1.196571575,719,546,281,47,2.923319796,6.156721672,1,376,Right reached,2
1228,1526,298,0.758078112,0.941504912,519,794,253,1,4.673052116,2.966219591,1485,1311,Left reached,2
1152,1185,33,0.771109255,1.322422566,896,1090,262,264,2.463291852,13.29245589,710,1185,Left reached,2
811,1128,317,0.8767217,0.757542292,803,716,265,1,2.845922126,3.392028014,1,859,Left reached,2
1003,1448,445,0.790866936,0.714814896,996,533,304,1,3.812809992,5.966504638,1,1078,Left reached,2
1423,2155,732,0.756429343,1.172804333,800,810,291,286,2.81113581,4.316131802,1225,1096,Right reached,2
1287,1385,98,0.867231817,0.925698872,446,1126,172,1,5.787261701,3.889660957,1046,1,Left reached,2
944,1069,125,0.888638748,0.437861872,479,733,97,150,5.317710531,3.015164845,337,1,Left reached,2
1098,3031,1933,1.0771815,0.517098634,645,798,1,1,7.512521823,4.106057343,1326,10,Left reached,2
692,1387,695,1.078322988,1.102641543,516,939,275,245,11.25421934,5.840071558,648,1272,Right reached,2
1061,1402,341,0.892537559,1.019116407,812,1112,1,1,3.294188803,3.225952725,411,372,Right reached,2
868,1927,1059,0.489681319,1.157275205,610,1389,221,23,2.427346428,11.56859372,1073,1512,Right reached,2
1597,1725,128,1.646570637,1.5535257,683,600,296,1,10.48613203,7.663523794,990,1033,Left reached,2
1802,1875,73,0.406861243,0.674952558,1291,1405,264,278,1.266120753,2.27789667,317,1,Left reached,2
948,1389,441,0.780972408,0.698806438,463,435,221,11,6.02298287,4.905704833,1175,1072,Left reached,2
745,1518,773,1.023508284,0.868246119,650,1328,1,380,10.14384229,2.204015013,780,1,Right reached,2
921,1060,139,0.852364111,0.476729774,492,640,86,63,4.15698957,2.008286384,347,305,Left reached,2
1200,1376,176,1.487498819,1.780086668,586,585,1,275,10.34960971,9.277697633,755,372,Left reached,2
1765,1891,126,0.690253573,0.753880241,623,1141,280,1,4.172571516,2.08497384,1497,668,Right reached,2
1015,1093,78,0.82199195,0.454702351,617,774,22,1,4.479113839,3.466040958,256,1,Left reached,2
827,1952,1125,0.47764041,0.844232378,738,1249,1,1,2.157587137,2.994247054,311,1633,Right reached,2
1064,1669,605,0.65407791,0.689060325,507,1256,252,1,4.241315976,2.378936958,641,1,Right reached,2
771,1812,1041,1.510357138,0.881763436,605,655,364,1,8.873473561,7.741198576,466,1,Left reached,2
1627,1681,54,0.333863116,0.819886197,791,1361,1,632,2.747573991,3.989413129,680,697,Right reached,3
1351,2624,1273,0.668415928,0.893257017,615,901,1,1,9.777769212,5.220280722,1789,608,Left reached,3
1400,1474,74,1.097095879,1.307866618,1036,604,1,472,12.98066909,15.053927,661,664,Left reached,3
764,869,105,0.642185826,1.550222959,538,797,48,330,4.121854337,5.542911276,357,422,Right reached,3
834,1245,411,0.611883669,2.210890994,559,488,283,21,6.268408305,18.91451312,826,396,Right reached,3
867,1276,409,0.825312631,1.218695696,724,1087,311,1,8.814860145,4.428706289,875,922,Right reached,3
741,760,19,0.769634732,2.556049999,560,592,375,409,7.014773935,20.48334691,446,467,Right reached,3
827,837,10,1.773656058,1.501845168,454,717,245,1,13.99318892,9.554261249,541,367,Right reached,3
1065,1452,387,0.628660758,1.546449961,971,784,1,135,5.810879511,16.01269499,1,703,Right reached,3
801,855,54,1.340314261,2.299295458,771,541,1,321,10.4993411,18.21712881,855,450,Left reached,3
698,705,7,2.259939137,2.358944088,435,434,11,1,20.28996586,21.74074706,354,346,Left reached,3
607,1119,512,1.245675417,1.632879727,779,510,1,1,9.679941926,18.51355627,871,583,Left reached,3
657,888,231,0.729751324,1.679530263,418,478,1,5,8.272199275,14.08951621,357,380,Right reached,3
676,725,49,1.417341178,1.924544863,517,666,230,171,16.05729123,9.637875952,725,294,Right reached,3
1281,1363,82,1.796632974,1.003187136,835,748,24,1,12.66261068,10.68957239,708,1317,Right reached,3
824,865,41,1.171206966,1.434166739,630,714,232,269,6.201805341,7.612349648,865,327,Left reached,3
654,1198,544,1.428092395,0.949417909,341,363,1,1,9.896693633,7.912772608,174,286,Right reached,3
657,776,119,1.391245292,0.942993756,614,367,1,42,5.964172371,9.968749114,306,308,Left reached,3
776,785,9,1.255416678,1.903929204,566,568,250,286,7.604912492,9.0174802,339,681,Left reached,3
451,921,470,1.898392495,1.637976493,404,384,162,1,16.04151312,13.21174103,309,310,Left reached,3
438,853,415,1.662147122,1.421353529,385,693,229,231,15.58726688,8.367457711,479,282,Right reached,3
726,981,255,1.795454106,0.812424258,607,430,103,1,16.47504795,7.334121906,710,352,Left reached,3
777,1407,630,0.747961791,1.675466391,517,761,1,1,6.645554325,12.9614863,439,1011,Right reached,3
843,981,138,1.01976788,1.815307898,756,544,1,1,8.103564272,15.46996273,400,456,Left reached,3
500,1524,1024,2.256373775,2.518466498,479,527,191,1,29.16066998,24.70037817,574,1057,Right reached,3
1017,1622,605,1.008712506,1.346137267,674,537,1,1,5.521951078,16.34570834,342,353,Right reached,3
781,834,53,2.02655895,1.579975025,427,680,12,262,18.06981202,11.73736322,321,302,Left reached,3
539,956,417,1.886740691,2.327485227,388,397,174,1,24.64050083,18.66290444,477,298,Right reached,3
738,793,55,0.677578648,1.881697563,512,403,220,268,5.419936065,20.49802674,291,321,Left reached,3
458,1305,847,1.42303913,1.56898391,389,695,1,1,19.17330482,14.05855619,470,859,Right reached,3
918,926,8,1.170474015,1.68473741,665,473,1,1,6.741169949,14.31977581,926,390,Right reached,3
481,934,453,2.21745404,1.957317098,452,456,283,1,18.10862025,19.00075472,359,556,Left reached,3
589,967,378,1.518193247,1.541542397,728,541,394,1,5.9397847,11.6113924,772,666,Left reached,3
542,1705,1163,2.089468375,2.070642029,438,411,141,1,15.88398655,20.27120421,570,925,Right reached,3
638,917,279,1.237743653,1.847705223,619,476,240,214,12.06257432,17.67858538,830,809,Left reached,3
913,1810,897,1.180875313,1.298255452,702,794,154,1,7.817691805,6.694869481,371,379,Right reached,3
898,1038,140,0.604180315,1.291257758,648,874,1,1,3.580385166,4.828505686,742,984,Right reached,3
798,871,73,1.19829919,2.006564933,622,445,259,276,7.200298059,17.64049767,813,353,Left reached,3
474,936,462,1.501365272,2.102081119,631,438,1,285,11.70033311,19.2071875,705,346,Left reached,3
857,870,13,0.976850803,1.206202002,546,696,1,1,5.391257716,6.246632363,253,272,Left reached,3
84,712,628,1.575779339,1.724326125,1,12,1,1,14.69294215,21.4210565,21,571,Right reached,3
322,845,523,1.589540732,1.403691407,465,374,48,51,21.12633698,12.87769581,588,449,Left reached,3
833,840,7,1.019740121,1.41513714,565,657,1,240,6.17477511,5.482524996,324,791,Left reached,3
810,839,29,0.647367816,1.731245404,530,794,1,1,5.118278383,14.06430503,339,353,Left reached,3
1068,1120,52,1.192549874,1.528957632,551,760,1,1,10.49025126,15.6590253,1,645,Right reached,3
780,889,109,1.516911658,2.042515992,549,575,39,1,12.20996819,13.93464436,443,444,Left reached,3
574,958,384,0.975838808,1.490376155,881,461,1,1,6.946090717,16.34415907,358,384,Left reached,3
686,857,171,1.377207454,0.578269433,501,498,28,1,11.82173854,7.172961338,607,1,Left reached,3
830,1544,714,1.94659222,0.442414511,427,704,265,1,16.78734891,4.305181758,320,284,Right reached,3
871,1024,153,1.812855948,1.390124134,481,782,140,250,20.60042482,7.661968655,991,377,Right reached,3
726,815,89,1.277122413,1.347128088,581,656,241,236,12.49454122,8.864877704,815,815,Right reached,3
473,935,462,2.009040478,1.765290771,492,436,71,1,23.86701144,16.71245716,616,537,Left reached,3
658,967,309,1.768937853,2.377673089,545,498,257,92,11.76578107,17.75513354,638,620,Right reached,3
507,758,251,1.135302736,0.945454052,486,408,156,1,4.537137491,5.658724088,256,1,Left reached,3
464,1415,951,1.683855408,2.209035272,400,414,248,93,15.60627631,21.80281727,326,325,Right reached,3
775,915,140,1.731016975,0.667653977,540,604,27,1,14.69095284,4.644686222,638,379,Left reached,3
771,1013,242,1.153856564,0.969640002,383,393,159,148,8.423720009,9.445537131,300,508,Left reached,3
498,1190,692,1.370658008,1.717143614,459,511,81,226,18.56137391,15.95639757,545,816,Right reached,3
820,894,74,1.065507427,1.36033796,632,478,263,218,4.835489138,9.05116513,316,325,Left reached,3
759,797,38,1.289621425,1.598943109,532,740,281,276,7.364370954,8.577255757,322,324,Left reached,3
